reviewid, userid, courseid, feedback, like_dislike, ranking_score, active, recbegindate, recenddate
877,26,194,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,f,1,y,2019-01-22,9999-12-31
878,492,450,duis mattis egestas metus aenean fermentum donec ut mauris eget,f,1,y,2019-03-29,9999-12-31
879,197,187,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,t,3,y,2020-03-08,9999-12-31
880,600,889,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,f,3,y,2020-11-01,9999-12-31
881,772,718,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,t,2,y,2019-01-23,9999-12-31
882,94,576,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,t,3,y,2022-05-11,9999-12-31
883,76,625,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,f,4,y,2022-07-01,9999-12-31
884,353,753,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,t,1,y,2020-06-26,9999-12-31
885,428,262,,t,,y,2021-10-10,9999-12-31
886,858,680,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,t,4,y,2022-04-19,9999-12-31
887,251,95,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante,t,2,y,2022-05-10,9999-12-31
888,367,3,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,t,1,y,2019-05-15,9999-12-31
889,67,726,nunc commodo placerat praesent blandit nam nulla integer pede justo,t,4,y,2022-01-30,9999-12-31
890,894,999,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,t,5,y,2018-08-08,9999-12-31
891,106,727,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,t,4,y,2019-05-30,9999-12-31
892,397,973,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,f,5,y,2021-11-05,9999-12-31
893,917,543,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,t,4,y,2018-06-18,9999-12-31
894,78,966,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,f,1,y,2021-09-23,9999-12-31
895,370,134,,f,,y,2020-07-01,9999-12-31
896,619,240,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,t,5,y,2022-05-27,9999-12-31
897,639,977,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,t,1,y,2021-10-01,9999-12-31
898,297,412,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit,t,3,y,2020-06-18,9999-12-31
899,673,625,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,t,5,y,2018-07-25,9999-12-31
900,263,887,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,f,5,y,2019-05-23,9999-12-31
901,200,841,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,f,1,y,2021-11-02,9999-12-31
902,878,936,turpis a pede posuere nonummy integer non velit donec diam neque,f,3,y,2021-08-05,9999-12-31
903,163,344,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,t,3,y,2021-08-22,9999-12-31
904,775,323,a nibh in quis justo maecenas rhoncus aliquam lacus morbi,t,2,y,2018-03-21,9999-12-31
905,609,891,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,f,5,y,2020-08-28,9999-12-31
906,591,867,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,f,4,y,2018-05-22,9999-12-31
907,420,534,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,f,2,y,2020-07-30,9999-12-31
908,972,101,,t,,y,2022-05-29,9999-12-31
909,71,359,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,f,2,y,2021-11-02,9999-12-31
910,308,420,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,t,3,y,2020-09-08,9999-12-31
911,72,993,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,t,4,y,2022-06-03,9999-12-31
912,310,483,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,t,5,y,2018-03-19,9999-12-31
913,150,729,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,t,1,y,2019-08-08,9999-12-31
914,73,57,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,f,5,y,2020-04-28,9999-12-31
915,888,324,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,t,5,y,2020-12-29,9999-12-31
916,817,680,pretium iaculis diam erat fermentum justo nec condimentum neque sapien,t,3,y,2018-12-28,9999-12-31
917,93,414,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,t,1,y,2018-10-29,9999-12-31
918,871,911,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,f,2,y,2018-01-18,9999-12-31
919,226,310,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,f,2,y,2021-05-14,9999-12-31
920,916,54,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,t,5,y,2022-01-05,9999-12-31
921,171,435,,f,,y,2018-12-16,9999-12-31
922,480,817,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec,f,1,y,2019-02-16,9999-12-31
923,990,501,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,t,2,y,2019-03-19,9999-12-31
924,404,155,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,f,4,y,2020-02-16,9999-12-31
925,386,653,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,t,2,y,2019-07-07,9999-12-31
926,284,582,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,f,4,y,2019-08-17,9999-12-31
927,351,747,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque,f,2,y,2020-05-28,9999-12-31
928,826,185,,f,,y,2019-12-31,9999-12-31
929,473,89,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,f,1,y,2022-01-05,9999-12-31
930,350,458,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,f,5,y,2018-07-07,9999-12-31
931,510,881,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac,t,5,y,2020-02-18,9999-12-31
932,190,447,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,t,1,y,2018-08-28,9999-12-31
933,550,798,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,f,4,y,2018-01-23,9999-12-31
934,876,917,sit amet nulla quisque arcu libero rutrum ac lobortis vel,t,5,y,2022-07-09,9999-12-31
935,378,596,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,t,5,y,2022-07-19,9999-12-31
936,204,50,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,t,1,y,2022-07-21,9999-12-31
937,442,14,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,f,4,y,2021-08-10,9999-12-31
938,200,497,auctor sed tristique in tempus sit amet sem fusce consequat nulla,f,4,y,2019-11-01,9999-12-31
939,875,840,,f,,y,2020-07-12,9999-12-31
940,444,494,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac,f,1,y,2021-07-27,9999-12-31
941,318,629,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,t,1,y,2022-07-06,9999-12-31
942,870,165,semper est quam pharetra magna ac consequat metus sapien ut,t,2,y,2021-12-07,9999-12-31
943,840,529,,f,,y,2019-10-28,9999-12-31
944,801,167,erat eros viverra eget congue eget semper rutrum nulla nunc purus,t,5,y,2019-09-21,9999-12-31
945,570,189,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,t,5,y,2018-03-06,9999-12-31
946,213,362,,f,,y,2018-09-02,9999-12-31
947,290,465,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,f,5,y,2019-07-05,9999-12-31
948,675,721,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,t,4,y,2021-12-16,9999-12-31
949,147,161,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,f,2,y,2020-07-08,9999-12-31
950,51,284,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,t,1,y,2021-01-05,9999-12-31
951,352,465,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,t,1,y,2020-12-29,9999-12-31
952,895,96,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,t,5,y,2020-04-25,9999-12-31
953,305,24,,f,,y,2018-09-09,9999-12-31
954,933,18,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,f,1,y,2019-04-16,9999-12-31
955,863,845,,f,,y,2018-01-05,9999-12-31
956,553,247,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,t,1,y,2021-02-03,9999-12-31
957,953,15,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,t,3,y,2019-02-17,9999-12-31
958,137,86,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,f,1,y,2018-04-11,9999-12-31
959,668,590,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet,t,3,y,2020-04-03,9999-12-31
960,396,162,mi in porttitor pede justo eu massa donec dapibus duis,t,2,y,2020-10-14,9999-12-31
961,976,437,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,f,3,y,2020-09-30,9999-12-31
962,972,856,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,f,2,y,2022-04-13,9999-12-31
963,263,41,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,f,1,y,2019-12-11,9999-12-31
964,760,429,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,f,1,y,2018-02-20,9999-12-31
965,32,630,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,f,4,y,2021-11-19,9999-12-31
966,397,885,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,f,4,y,2018-12-23,9999-12-31
967,712,258,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,t,2,y,2022-04-06,9999-12-31
968,558,399,,f,,y,2018-07-24,9999-12-31
969,468,613,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,f,5,y,2020-10-24,9999-12-31
970,458,338,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,f,3,y,2018-11-18,9999-12-31
971,25,218,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,f,2,y,2019-04-12,9999-12-31
972,717,667,,t,,y,2018-03-11,9999-12-31
973,879,190,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,f,3,y,2019-06-26,9999-12-31
974,648,631,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,t,2,y,2021-11-21,9999-12-31
975,747,229,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,t,3,y,2020-09-18,9999-12-31
976,382,940,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,f,1,y,2019-08-08,9999-12-31
977,77,587,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,t,5,y,2021-05-24,9999-12-31
978,817,191,vivamus in felis eu sapien cursus vestibulum proin eu mi,t,4,y,2019-03-28,9999-12-31
979,306,327,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,f,5,y,2020-11-17,9999-12-31
980,7,726,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,t,2,y,2019-12-13,9999-12-31
981,746,868,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,f,2,y,2020-08-14,9999-12-31
982,553,164,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,f,4,y,2022-08-16,9999-12-31
983,657,709,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam,f,1,y,2019-07-17,9999-12-31
984,54,381,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,t,2,y,2019-09-10,9999-12-31
985,61,325,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum,t,1,y,2020-05-22,9999-12-31
986,631,811,,f,,y,2021-11-23,9999-12-31
987,402,25,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,t,3,y,2021-06-02,9999-12-31
988,941,38,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,f,5,y,2020-10-19,9999-12-31
989,530,752,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,f,2,y,2018-05-09,9999-12-31
990,849,984,quis orci eget orci vehicula condimentum curabitur in libero ut,t,3,y,2018-09-25,9999-12-31
991,755,156,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec,f,3,y,2021-04-27,9999-12-31
992,217,971,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,f,4,y,2018-04-01,9999-12-31
993,32,363,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,t,4,y,2021-03-09,9999-12-31
994,95,333,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,t,3,y,2019-08-01,9999-12-31
995,19,415,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,f,3,y,2021-04-22,9999-12-31
996,41,450,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,f,4,y,2021-12-23,9999-12-31
997,119,315,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,f,1,y,2020-02-21,9999-12-31
998,843,742,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante,t,1,y,2018-11-27,9999-12-31
999,21,638,,t,,y,2020-12-25,9999-12-31
1000,659,509,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum,f,5,y,2022-05-31,9999-12-31
