courseid,course_name,platformid,duration,creation_date,tags,photo,active,recbegindate,recenddate
771,TMG,201,134,2019-03-23 00:00:00,nunc proin at turpis a pede posuere nonummy integer,"[{}, {}, {}]",y,2019-03-23,9999-12-31
772,Therapeutic Areas,308,208,2022-08-15 00:00:00,integer tincidunt ante vel ipsum praesent,"[{}, {}]",y,2022-08-15,9999-12-31
773,Security Awareness,214,232,2022-03-29 00:00:00,justo morbi ut odio cras mi pede malesuada,[{}],y,2022-03-29,9999-12-31
774,NaN,62,140,2020-04-09 00:00:00,libero ut massa volutpat convallis morbi odio odio,"[{}, {}, {}, {}]",y,2020-04-09,9999-12-31
775,Eclipse RCP,918,65,2018-10-08 00:00:00,sollicitudin ut suscipit a feugiat et,"[{}, {}]",y,2018-10-08,9999-12-31
776,Ethics,63,195,2020-12-28 00:00:00,pellentesque at nulla suspendisse potenti cras in purus,[{}],y,2020-12-28,9999-12-31
777,Gigabit Ethernet,700,201,2021-01-18 00:00:00,et magnis dis parturient montes,"[{}, {}]",y,2021-01-18,9999-12-31
778,JVs,31,65,2020-10-23 00:00:00,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,"[{}, {}, {}, {}]",y,2020-10-23,9999-12-31
779,NaN,106,69,2020-06-23 00:00:00,amet eleifend pede libero quis orci nullam,"[{}, {}, {}]",y,2020-06-23,9999-12-31
780,Csh,640,239,2018-08-11 00:00:00,elit proin interdum mauris non ligula pellentesque ultrices,"[{}, {}, {}, {}, {}]",y,2018-08-11,9999-12-31
781,Rural Development,226,147,2020-10-06 00:00:00,amet sapien dignissim vestibulum vestibulum ante ipsum primis,"[{}, {}, {}, {}, {}]",y,2020-10-06,9999-12-31
782,NaN,585,29,2020-06-18 00:00:00,aliquet maecenas leo odio condimentum id luctus nec molestie sed,"[{}, {}]",y,2020-06-18,9999-12-31
783,Minority Owned,834,188,2019-03-24 00:00:00,nibh quisque id justo sit amet,[],y,2019-03-24,9999-12-31
784,IXIA,965,177,2018-08-22 00:00:00,ante ipsum primis in faucibus orci luctus et ultrices,[],y,2018-08-22,9999-12-31
785,CQG,81,135,2021-10-23 00:00:00,nisl venenatis lacinia aenean sit amet justo morbi ut,[],y,2021-10-23,9999-12-31
786,NaN,77,199,2019-06-16 00:00:00,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,"[{}, {}, {}]",y,2019-06-16,9999-12-31
787,VW,96,157,2019-04-26 00:00:00,metus vitae ipsum aliquam non mauris,"[{}, {}, {}, {}, {}]",y,2019-04-26,9999-12-31
788,Events Coordination,839,107,2020-03-05 00:00:00,nullam sit amet turpis elementum ligula vehicula consequat,"[{}, {}, {}, {}]",y,2020-03-05,9999-12-31
789,Curriculum Design,440,217,2022-04-24 00:00:00,nunc donec quis orci eget orci vehicula,"[{}, {}, {}]",y,2022-04-24,9999-12-31
790,Business Development,551,184,2022-01-30 00:00:00,porttitor lorem id ligula suspendisse ornare consequat,[],y,2022-01-30,9999-12-31
791,DVP&amp;R,652,178,2020-06-21 00:00:00,eros vestibulum ac est lacinia nisi venenatis,"[{}, {}, {}, {}]",y,2020-06-21,9999-12-31
792,HCS 2000,105,91,2018-11-04 00:00:00,phasellus id sapien in sapien iaculis congue vivamus metus arcu,[],y,2018-11-04,9999-12-31
793,Hatha Yoga,849,183,2022-02-22 00:00:00,volutpat eleifend donec ut dolor morbi vel lectus in quam,"[{}, {}, {}, {}]",y,2022-02-22,9999-12-31
794,Floor Plans,129,92,2021-09-02 00:00:00,semper interdum mauris ullamcorper purus sit amet,"[{}, {}, {}, {}]",y,2021-09-02,9999-12-31
795,Smart Grid,829,240,2020-08-15 00:00:00,turpis integer aliquet massa id lobortis convallis tortor risus dapibus,[],y,2020-08-15,9999-12-31
796,Video,699,86,2018-01-21 00:00:00,accumsan tellus nisi eu orci mauris lacinia sapien quis libero,"[{}, {}]",y,2018-01-21,9999-12-31
797,Taleo,182,229,2021-04-06 00:00:00,sapien dignissim vestibulum vestibulum ante,[],y,2021-04-06,9999-12-31
798,Women Owned Business,734,159,2018-10-21 00:00:00,in faucibus orci luctus et ultrices posuere cubilia curae mauris,"[{}, {}, {}, {}, {}]",y,2018-10-21,9999-12-31
799,CTC,351,191,2022-03-15 00:00:00,nam congue risus semper porta volutpat quam pede lobortis,"[{}, {}, {}]",y,2022-03-15,9999-12-31
800,cXML,398,219,2022-04-12 00:00:00,eleifend luctus ultricies eu nibh quisque,"[{}, {}, {}]",y,2022-04-12,9999-12-31
801,Higher Education,809,136,2021-10-24 00:00:00,maecenas tristique est et tempus semper est,"[{}, {}, {}, {}]",y,2021-10-24,9999-12-31
802,Gynecologic Oncology,68,26,2018-08-06 00:00:00,convallis nunc proin at turpis,[],y,2018-08-06,9999-12-31
803,FPC 1,996,56,2021-07-03 00:00:00,tellus nisi eu orci mauris lacinia sapien quis libero,"[{}, {}, {}, {}, {}]",y,2021-07-03,9999-12-31
804,NaN,759,215,2018-02-10 00:00:00,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,"[{}, {}]",y,2018-02-10,9999-12-31
805,OTRS,512,172,2019-08-08 00:00:00,tristique fusce congue diam id ornare imperdiet,"[{}, {}, {}, {}, {}]",y,2019-08-08,9999-12-31
806,Vendor Relations,186,20,2021-06-10 00:00:00,lectus in est risus auctor sed,[],y,2021-06-10,9999-12-31
807,HMDA,818,59,2021-11-25 00:00:00,turpis a pede posuere nonummy,[],y,2021-11-25,9999-12-31
808,NaN,269,167,2018-06-26 00:00:00,et magnis dis parturient montes nascetur ridiculus mus vivamus,[{}],y,2018-06-26,9999-12-31
809,Naval Architecture,624,195,2018-09-07 00:00:00,in faucibus orci luctus et ultrices posuere cubilia curae,"[{}, {}, {}]",y,2018-09-07,9999-12-31
810,Sleep Medicine,794,223,2018-08-13 00:00:00,odio elementum eu interdum eu,"[{}, {}, {}]",y,2018-08-13,9999-12-31
811,Make vs Buy,259,189,2019-09-05 00:00:00,quisque id justo sit amet sapien,"[{}, {}, {}, {}, {}]",y,2019-09-05,9999-12-31
812,Dublin Core,796,174,2020-01-25 00:00:00,aenean auctor gravida sem praesent id massa id nisl venenatis,"[{}, {}]",y,2020-01-25,9999-12-31
813,CPE,248,151,2018-12-18 00:00:00,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,[{}],y,2018-12-18,9999-12-31
814,Yeast,738,230,2022-08-13 00:00:00,ligula nec sem duis aliquam,[{}],y,2022-08-13,9999-12-31
815,OA Framework,367,139,2018-07-07 00:00:00,nulla integer pede justo lacinia eget tincidunt,"[{}, {}, {}]",y,2018-07-07,9999-12-31
816,PXRD,69,110,2018-03-09 00:00:00,amet eros suspendisse accumsan tortor quis turpis sed,[{}],y,2018-03-09,9999-12-31
817,Civil Litigation,578,151,2021-02-20 00:00:00,tellus in sagittis dui vel nisl,"[{}, {}, {}, {}, {}]",y,2021-02-20,9999-12-31
818,BMP design,441,26,2018-04-16 00:00:00,eget congue eget semper rutrum,"[{}, {}]",y,2018-04-16,9999-12-31
819,Footwear,39,111,2020-02-28 00:00:00,amet eros suspendisse accumsan tortor quis turpis sed ante,[{}],y,2020-02-28,9999-12-31
820,Chromatography,750,78,2019-12-13 00:00:00,consequat morbi a ipsum integer,"[{}, {}, {}, {}, {}]",y,2019-12-13,9999-12-31
821,Land Use,292,27,2020-08-20 00:00:00,primis in faucibus orci luctus et ultrices posuere cubilia,"[{}, {}, {}, {}, {}]",y,2020-08-20,9999-12-31
822,Governance,786,124,2018-04-01 00:00:00,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,"[{}, {}]",y,2018-04-01,9999-12-31
823,GST,670,240,2022-04-13 00:00:00,lectus suspendisse potenti in eleifend quam a odio in hac,"[{}, {}, {}]",y,2022-04-13,9999-12-31
824,NaN,718,170,2019-05-31 00:00:00,quis orci nullam molestie nibh,"[{}, {}, {}, {}]",y,2019-05-31,9999-12-31
825,Powers of Attorney,898,40,2019-11-04 00:00:00,ultrices enim lorem ipsum dolor sit,"[{}, {}, {}, {}, {}]",y,2019-11-04,9999-12-31
826,HCSS,477,39,2022-08-24 00:00:00,et ultrices posuere cubilia curae donec pharetra,"[{}, {}, {}]",y,2022-08-24,9999-12-31
827,IV,243,71,2021-05-01 00:00:00,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,"[{}, {}, {}, {}]",y,2021-05-01,9999-12-31
828,Rock Climbing,853,75,2021-06-22 00:00:00,a ipsum integer a nibh in quis justo maecenas rhoncus,"[{}, {}, {}, {}, {}]",y,2021-06-22,9999-12-31
829,LVM,283,71,2022-02-18 00:00:00,nonummy maecenas tincidunt lacus at,"[{}, {}, {}, {}]",y,2022-02-18,9999-12-31
830,FSC certified,394,29,2021-07-05 00:00:00,leo odio condimentum id luctus nec molestie,[],y,2021-07-05,9999-12-31
831,Critical Care,186,51,2021-07-31 00:00:00,pede lobortis ligula sit amet eleifend pede libero quis orci,[{}],y,2021-07-31,9999-12-31
832,IT Management,766,38,2022-03-05 00:00:00,cras non velit nec nisi vulputate nonummy maecenas,"[{}, {}]",y,2022-03-05,9999-12-31
833,LTE,968,183,2019-10-29 00:00:00,duis ac nibh fusce lacus purus,[{}],y,2019-10-29,9999-12-31
834,iLife,917,99,2021-10-22 00:00:00,ultrices mattis odio donec vitae,"[{}, {}, {}, {}, {}]",y,2021-10-22,9999-12-31
835,IxChariot,919,180,2018-10-22 00:00:00,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,"[{}, {}, {}]",y,2018-10-22,9999-12-31
836,Customer Engagement,513,164,2019-11-21 00:00:00,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,"[{}, {}]",y,2019-11-21,9999-12-31
837,CTIOS,543,55,2021-07-14 00:00:00,morbi vestibulum velit id pretium iaculis,"[{}, {}, {}]",y,2021-07-14,9999-12-31
838,Legal Research,770,205,2018-01-01 00:00:00,odio elementum eu interdum eu,"[{}, {}]",y,2018-01-01,9999-12-31
839,Working Capital Management,4,238,2019-08-07 00:00:00,magna ac consequat metus sapien ut nunc vestibulum,"[{}, {}]",y,2019-08-07,9999-12-31
840,Fine Art,543,152,2019-12-14 00:00:00,pellentesque ultrices mattis odio donec,"[{}, {}, {}]",y,2019-12-14,9999-12-31
841,BGP,314,95,2022-04-12 00:00:00,feugiat et eros vestibulum ac est lacinia nisi venenatis,"[{}, {}, {}]",y,2022-04-12,9999-12-31
842,IB,688,233,2022-04-09 00:00:00,morbi non quam nec dui luctus rutrum nulla tellus in,[],y,2022-04-09,9999-12-31
843,Numerical Simulation,727,120,2020-04-09 00:00:00,massa donec dapibus duis at velit eu est congue elementum,[{}],y,2020-04-09,9999-12-31
844,Volleyball,218,39,2022-04-26 00:00:00,nascetur ridiculus mus etiam vel augue vestibulum rutrum,"[{}, {}, {}, {}, {}]",y,2022-04-26,9999-12-31
845,HR Project Management,162,39,2018-02-07 00:00:00,sed tincidunt eu felis fusce posuere felis,"[{}, {}]",y,2018-02-07,9999-12-31
846,MDB,354,154,2021-03-05 00:00:00,metus vitae ipsum aliquam non mauris morbi,"[{}, {}, {}, {}]",y,2021-03-05,9999-12-31
847,Final Cut Pro,848,20,2018-11-05 00:00:00,quisque id justo sit amet,"[{}, {}, {}]",y,2018-11-05,9999-12-31
848,First Time Home Sellers,198,45,2018-01-02 00:00:00,tincidunt eu felis fusce posuere felis sed lacus,"[{}, {}, {}, {}]",y,2018-01-02,9999-12-31
849,European Integration,320,32,2018-12-30 00:00:00,quisque id justo sit amet sapien,"[{}, {}]",y,2018-12-30,9999-12-31
850,IEEE standards,24,63,2022-06-12 00:00:00,a nibh in quis justo maecenas rhoncus,[{}],y,2022-06-12,9999-12-31
851,DMC,658,37,2018-04-10 00:00:00,velit nec nisi vulputate nonummy,[{}],y,2018-04-10,9999-12-31
852,Kaizen Blitz,700,49,2018-03-03 00:00:00,consequat dui nec nisi volutpat eleifend donec ut dolor,"[{}, {}, {}, {}]",y,2018-03-03,9999-12-31
853,NaN,443,151,2019-03-18 00:00:00,velit donec diam neque vestibulum eget vulputate,"[{}, {}]",y,2019-03-18,9999-12-31
854,Procurement,695,201,2020-05-06 00:00:00,magna bibendum imperdiet nullam orci pede venenatis non sodales,[{}],y,2020-05-06,9999-12-31
855,Business Objects,259,164,2021-11-19 00:00:00,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,[],y,2021-11-19,9999-12-31
856,Operating Systems,827,104,2020-07-28 00:00:00,consequat varius integer ac leo,"[{}, {}, {}]",y,2020-07-28,9999-12-31
857,DNS Administration,414,183,2018-06-20 00:00:00,aliquam erat volutpat in congue,"[{}, {}]",y,2018-06-20,9999-12-31
858,GNU tools,106,95,2019-07-17 00:00:00,ipsum aliquam non mauris morbi,"[{}, {}, {}]",y,2019-07-17,9999-12-31
859,NaN,136,238,2018-12-25 00:00:00,in est risus auctor sed,"[{}, {}]",y,2018-12-25,9999-12-31
860,Trade Shows,862,110,2018-06-06 00:00:00,ridiculus mus etiam vel augue vestibulum,"[{}, {}, {}, {}, {}]",y,2018-06-06,9999-12-31
861,NaN,790,199,2021-02-24 00:00:00,egestas metus aenean fermentum donec,"[{}, {}, {}, {}]",y,2021-02-24,9999-12-31
862,HLASM,413,207,2018-04-21 00:00:00,tellus nulla ut erat id mauris,"[{}, {}, {}, {}, {}]",y,2018-04-21,9999-12-31
863,NaN,92,104,2019-08-24 00:00:00,vel sem sed sagittis nam,[{}],y,2019-08-24,9999-12-31
864,Hunting,143,228,2021-07-10 00:00:00,non pretium quis lectus suspendisse,"[{}, {}, {}]",y,2021-07-10,9999-12-31
865,Drama,883,20,2020-02-27 00:00:00,convallis morbi odio odio elementum eu interdum eu tincidunt in,[],y,2020-02-27,9999-12-31
866,BSI Tax Factory,314,105,2022-08-16 00:00:00,semper sapien a libero nam dui proin,"[{}, {}, {}, {}, {}]",y,2022-08-16,9999-12-31
867,Solid Oxide Fuel Cells,651,118,2018-09-12 00:00:00,aenean lectus pellentesque eget nunc donec,[{}],y,2018-09-12,9999-12-31
868,NaN,381,176,2019-11-30 00:00:00,volutpat dui maecenas tristique est et tempus semper,"[{}, {}]",y,2019-11-30,9999-12-31
869,Game Development,769,239,2020-06-30 00:00:00,lorem ipsum dolor sit amet consectetuer,"[{}, {}, {}]",y,2020-06-30,9999-12-31
870,Not for Profit,787,159,2019-12-25 00:00:00,ante nulla justo aliquam quis,"[{}, {}, {}, {}, {}]",y,2019-12-25,9999-12-31
871,HMC,126,47,2020-12-01 00:00:00,luctus et ultrices posuere cubilia,"[{}, {}]",y,2020-12-01,9999-12-31
872,Xero,402,167,2020-01-16 00:00:00,dolor morbi vel lectus in,[],y,2020-01-16,9999-12-31
873,RTP,822,105,2019-10-23 00:00:00,eget congue eget semper rutrum nulla nunc purus phasellus,[],y,2019-10-23,9999-12-31
874,FFA,619,82,2022-05-09 00:00:00,sapien placerat ante nulla justo aliquam quis,"[{}, {}, {}]",y,2022-05-09,9999-12-31
875,JCreator,705,97,2022-01-12 00:00:00,ipsum primis in faucibus orci luctus et ultrices posuere,"[{}, {}, {}, {}]",y,2022-01-12,9999-12-31
876,Quantity Surveying,169,225,2021-08-24 00:00:00,sodales scelerisque mauris sit amet eros suspendisse,"[{}, {}, {}, {}, {}]",y,2021-08-24,9999-12-31
877,Ethical Decision Making,159,115,2020-03-20 00:00:00,adipiscing elit proin risus praesent,[{}],y,2020-03-20,9999-12-31
878,PTP,792,212,2022-08-26 00:00:00,amet cursus id turpis integer aliquet massa id lobortis,"[{}, {}, {}]",y,2022-08-26,9999-12-31
879,DLS,87,192,2021-09-12 00:00:00,orci luctus et ultrices posuere cubilia curae mauris viverra diam,"[{}, {}]",y,2021-09-12,9999-12-31
880,New Product Ideas,469,162,2018-10-06 00:00:00,nulla ac enim in tempor turpis nec euismod scelerisque quam,[{}],y,2018-10-06,9999-12-31
881,SDI,302,87,2019-12-30 00:00:00,erat vestibulum sed magna at nunc,[],y,2019-12-30,9999-12-31
882,Yield,884,53,2021-02-15 00:00:00,potenti cras in purus eu magna vulputate luctus,[],y,2021-02-15,9999-12-31
883,Veterinary Medicine,820,76,2022-06-20 00:00:00,venenatis tristique fusce congue diam id,"[{}, {}]",y,2022-06-20,9999-12-31
884,SNA,916,56,2018-06-17 00:00:00,varius integer ac leo pellentesque ultrices,"[{}, {}, {}]",y,2018-06-17,9999-12-31
885,Izotope RX,228,113,2019-05-29 00:00:00,neque vestibulum eget vulputate ut ultrices vel augue vestibulum,"[{}, {}]",y,2019-05-29,9999-12-31
886,CFDs,734,237,2021-05-23 00:00:00,vestibulum sit amet cursus id turpis integer aliquet massa,"[{}, {}]",y,2021-05-23,9999-12-31
887,ASIC,696,174,2020-11-25 00:00:00,justo nec condimentum neque sapien,[],y,2020-11-25,9999-12-31
888,NIR Spectroscopy,854,31,2022-03-30 00:00:00,in faucibus orci luctus et,[],y,2022-03-30,9999-12-31
889,Health Education,44,155,2021-07-09 00:00:00,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,"[{}, {}]",y,2021-07-09,9999-12-31
890,NaN,187,234,2019-01-06 00:00:00,in lectus pellentesque at nulla suspendisse potenti cras in purus,"[{}, {}]",y,2019-01-06,9999-12-31
891,Pro-IV,185,238,2019-07-08 00:00:00,ipsum praesent blandit lacinia erat,[],y,2019-07-08,9999-12-31
892,GSD,254,83,2022-04-17 00:00:00,sapien dignissim vestibulum vestibulum ante ipsum primis in,"[{}, {}, {}, {}, {}]",y,2022-04-17,9999-12-31
893,Investments,398,200,2019-02-05 00:00:00,volutpat dui maecenas tristique est et tempus,[{}],y,2019-02-05,9999-12-31
894,Juvenile Law,201,28,2020-10-20 00:00:00,justo aliquam quis turpis eget elit sodales scelerisque mauris sit,"[{}, {}, {}, {}]",y,2020-10-20,9999-12-31
895,iView,246,182,2019-10-02 00:00:00,amet eros suspendisse accumsan tortor quis,"[{}, {}, {}, {}, {}]",y,2019-10-02,9999-12-31
896,Frame Relay,23,36,2022-05-05 00:00:00,diam vitae quam suspendisse potenti nullam porttitor,[{}],y,2022-05-05,9999-12-31
897,CgFX,638,237,2021-09-17 00:00:00,natoque penatibus et magnis dis parturient,[],y,2021-09-17,9999-12-31
898,Navigation,42,125,2021-03-05 00:00:00,in lacus curabitur at ipsum ac tellus semper,"[{}, {}, {}, {}, {}]",y,2021-03-05,9999-12-31
899,Long-term Customer Relationships,315,203,2020-01-06 00:00:00,donec semper sapien a libero nam dui proin leo,"[{}, {}, {}, {}]",y,2020-01-06,9999-12-31
900,MPLS Networking,626,217,2022-07-15 00:00:00,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,"[{}, {}, {}]",y,2022-07-15,9999-12-31
901,OAB,931,67,2022-03-24 00:00:00,aliquam augue quam sollicitudin vitae consectetuer,"[{}, {}, {}, {}]",y,2022-03-24,9999-12-31
902,Mortgage Underwriting,410,112,2020-06-06 00:00:00,sit amet eleifend pede libero quis orci nullam,"[{}, {}]",y,2020-06-06,9999-12-31
903,Psychotherapy,111,31,2020-06-20 00:00:00,gravida sem praesent id massa id nisl venenatis,[],y,2020-06-20,9999-12-31
904,Business Objects Data Integrator,720,232,2018-01-09 00:00:00,sed sagittis nam congue risus semper porta volutpat,"[{}, {}, {}]",y,2018-01-09,9999-12-31
905,Succession Planning,318,99,2022-07-23 00:00:00,in sagittis dui vel nisl,"[{}, {}, {}, {}, {}]",y,2022-07-23,9999-12-31
906,Digital Video,445,82,2019-01-28 00:00:00,et tempus semper est quam pharetra magna ac,"[{}, {}, {}, {}, {}]",y,2019-01-28,9999-12-31
907,Hand-drawn Typography,585,122,2021-07-18 00:00:00,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,[{}],y,2021-07-18,9999-12-31
908,DCOM,468,87,2021-07-24 00:00:00,facilisi cras non velit nec nisi vulputate nonummy,"[{}, {}, {}, {}, {}]",y,2021-07-24,9999-12-31
909,GTS,800,87,2018-09-21 00:00:00,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,[],y,2018-09-21,9999-12-31
910,NaN,984,48,2021-03-11 00:00:00,at nulla suspendisse potenti cras,[],y,2021-03-11,9999-12-31
911,European Studies,549,71,2021-10-03 00:00:00,vel augue vestibulum ante ipsum primis,"[{}, {}]",y,2021-10-03,9999-12-31
912,RNP,346,163,2021-09-10 00:00:00,id ornare imperdiet sapien urna,[{}],y,2021-09-10,9999-12-31
913,FF&amp;E Procurement,882,101,2019-02-27 00:00:00,et magnis dis parturient montes nascetur ridiculus mus,[{}],y,2019-02-27,9999-12-31
914,7 QC Tools,385,30,2019-03-20 00:00:00,tempus semper est quam pharetra magna ac consequat metus,[],y,2019-03-20,9999-12-31
915,NaN,187,193,2020-07-05 00:00:00,vulputate justo in blandit ultrices,[],y,2020-07-05,9999-12-31
916,CBRN,550,193,2021-05-08 00:00:00,nulla nunc purus phasellus in felis donec semper sapien a,"[{}, {}, {}, {}, {}]",y,2021-05-08,9999-12-31
917,Owners Representative,29,53,2019-05-30 00:00:00,in tempor turpis nec euismod scelerisque quam turpis,[],y,2019-05-30,9999-12-31
918,Keynote,275,96,2020-08-27 00:00:00,sem sed sagittis nam congue risus semper porta,[],y,2020-08-27,9999-12-31
919,Video Production,587,108,2018-09-29 00:00:00,nulla pede ullamcorper augue a suscipit,"[{}, {}, {}]",y,2018-09-29,9999-12-31
920,Zymography,294,225,2020-01-07 00:00:00,id sapien in sapien iaculis congue,"[{}, {}, {}, {}, {}]",y,2020-01-07,9999-12-31
921,NaN,987,20,2018-12-30 00:00:00,sit amet sem fusce consequat nulla nisl nunc nisl,[],y,2018-12-30,9999-12-31
922,FPLC,433,58,2019-03-08 00:00:00,et ultrices posuere cubilia curae mauris viverra diam vitae quam,"[{}, {}, {}]",y,2019-03-08,9999-12-31
923,Direct Mail,86,49,2019-02-22 00:00:00,sem mauris laoreet ut rhoncus aliquet pulvinar,"[{}, {}]",y,2019-02-22,9999-12-31
924,NaN,140,75,2018-10-13 00:00:00,elementum nullam varius nulla facilisi cras non,[{}],y,2018-10-13,9999-12-31
925,Quality Control,928,194,2018-10-19 00:00:00,blandit lacinia erat vestibulum sed magna at nunc commodo,"[{}, {}, {}]",y,2018-10-19,9999-12-31
926,UCITS,537,122,2019-12-22 00:00:00,vestibulum ante ipsum primis in faucibus orci luctus,[],y,2019-12-22,9999-12-31
927,FMCSR,379,54,2019-06-27 00:00:00,quis justo maecenas rhoncus aliquam lacus morbi,"[{}, {}, {}, {}]",y,2019-06-27,9999-12-31
928,Youth Mentoring,963,81,2018-08-09 00:00:00,cras mi pede malesuada in imperdiet et commodo vulputate,"[{}, {}, {}]",y,2018-08-09,9999-12-31
929,xBase,887,217,2020-05-16 00:00:00,nullam porttitor lacus at turpis donec posuere metus vitae,"[{}, {}]",y,2020-05-16,9999-12-31
930,NIR Spectroscopy,734,215,2022-03-18 00:00:00,lacus curabitur at ipsum ac tellus semper,"[{}, {}, {}]",y,2022-03-18,9999-12-31
931,DDI Certified,493,35,2021-04-09 00:00:00,nibh in quis justo maecenas rhoncus aliquam,[],y,2021-04-09,9999-12-31
932,Organizational Effectiveness,403,141,2018-04-28 00:00:00,nulla elit ac nulla sed vel enim sit amet,[{}],y,2018-04-28,9999-12-31
933,Blended Learning,521,223,2021-07-15 00:00:00,enim lorem ipsum dolor sit amet consectetuer,"[{}, {}, {}, {}]",y,2021-07-15,9999-12-31
934,Land Use Planning,31,240,2021-08-25 00:00:00,dignissim vestibulum vestibulum ante ipsum primis in faucibus,[],y,2021-08-25,9999-12-31
935,Jazz Dance,522,141,2021-12-18 00:00:00,ac enim in tempor turpis nec,[],y,2021-12-18,9999-12-31
936,Jewish Education,381,109,2019-09-26 00:00:00,amet consectetuer adipiscing elit proin interdum,"[{}, {}, {}]",y,2019-09-26,9999-12-31
937,Cash Handling,964,165,2022-05-26 00:00:00,eget orci vehicula condimentum curabitur in libero,"[{}, {}, {}, {}, {}]",y,2022-05-26,9999-12-31
938,CTP,257,41,2018-11-08 00:00:00,aenean auctor gravida sem praesent id massa id nisl venenatis,[],y,2018-11-08,9999-12-31
939,MVPN,644,61,2022-06-11 00:00:00,quam a odio in hac habitasse platea dictumst maecenas,[{}],y,2022-06-11,9999-12-31
940,GDI+,61,112,2020-01-28 00:00:00,vitae nisl aenean lectus pellentesque eget nunc donec quis,[{}],y,2020-01-28,9999-12-31
941,IBM pSeries,235,200,2018-05-07 00:00:00,dui maecenas tristique est et tempus semper est quam pharetra,"[{}, {}]",y,2018-05-07,9999-12-31
942,Aerial Silks,464,147,2021-11-01 00:00:00,purus sit amet nulla quisque arcu libero rutrum,"[{}, {}, {}, {}]",y,2021-11-01,9999-12-31
943,Social Services,919,214,2019-10-21 00:00:00,sapien a libero nam dui proin leo,"[{}, {}, {}]",y,2019-10-21,9999-12-31
944,SQL Tuning,717,182,2018-01-26 00:00:00,commodo placerat praesent blandit nam nulla integer pede justo,"[{}, {}, {}, {}]",y,2018-01-26,9999-12-31
945,JSA,525,63,2020-08-08 00:00:00,suspendisse potenti cras in purus eu magna vulputate,"[{}, {}, {}]",y,2020-08-08,9999-12-31
946,Church Events,405,115,2020-11-27 00:00:00,venenatis lacinia aenean sit amet justo morbi ut,"[{}, {}, {}, {}]",y,2020-11-27,9999-12-31
947,Culinary Skills,517,28,2019-05-26 00:00:00,vitae nisl aenean lectus pellentesque eget nunc donec quis orci,[{}],y,2019-05-26,9999-12-31
948,WCS,432,124,2021-11-01 00:00:00,enim leo rhoncus sed vestibulum sit amet cursus id,[{}],y,2021-11-01,9999-12-31
949,Koha,866,80,2018-03-23 00:00:00,mollis molestie lorem quisque ut erat curabitur gravida,"[{}, {}, {}, {}, {}]",y,2018-03-23,9999-12-31
950,JD Edwards,185,156,2020-01-27 00:00:00,lacus morbi sem mauris laoreet ut,"[{}, {}, {}]",y,2020-01-27,9999-12-31
951,Multimedia,94,174,2021-10-28 00:00:00,quam suspendisse potenti nullam porttitor lacus at turpis donec,[],y,2021-10-28,9999-12-31
952,Screening,973,215,2022-02-18 00:00:00,cursus id turpis integer aliquet massa id lobortis convallis,[],y,2022-02-18,9999-12-31
953,On-Set VFX Supervision,386,63,2018-10-26 00:00:00,magna bibendum imperdiet nullam orci,[],y,2018-10-26,9999-12-31
954,Agile Application Development,218,101,2018-01-12 00:00:00,dolor sit amet consectetuer adipiscing elit proin interdum mauris non,[],y,2018-01-12,9999-12-31
955,LWD,306,83,2021-08-02 00:00:00,lacinia aenean sit amet justo morbi ut odio cras mi,"[{}, {}]",y,2021-08-02,9999-12-31
956,NBS Specification,885,143,2019-12-05 00:00:00,cubilia curae mauris viverra diam vitae quam suspendisse,"[{}, {}, {}, {}, {}]",y,2019-12-05,9999-12-31
957,Organizational Leadership,952,149,2018-04-15 00:00:00,in faucibus orci luctus et,"[{}, {}, {}, {}, {}]",y,2018-04-15,9999-12-31
958,Zebrafish,912,38,2020-03-29 00:00:00,urna ut tellus nulla ut erat,[],y,2020-03-29,9999-12-31
959,NaN,676,38,2018-05-03 00:00:00,duis ac nibh fusce lacus purus aliquet at,"[{}, {}, {}, {}]",y,2018-05-03,9999-12-31
960,Airports,879,55,2018-12-07 00:00:00,dui maecenas tristique est et tempus semper est quam pharetra,"[{}, {}, {}]",y,2018-12-07,9999-12-31
961,NaN,707,52,2021-08-09 00:00:00,morbi a ipsum integer a nibh in quis justo maecenas,[{}],y,2021-08-09,9999-12-31
962,GST,240,122,2019-11-06 00:00:00,sem praesent id massa id nisl venenatis lacinia aenean,"[{}, {}, {}, {}]",y,2019-11-06,9999-12-31
963,NICE Call Recording,895,33,2021-06-16 00:00:00,lobortis vel dapibus at diam nam tristique tortor,[{}],y,2021-06-16,9999-12-31
